impl,num_threads,i,grid_size,time
pth,1,16,1024,1.057870
pth,1,16,128,0.020065
pth,1,16,2048,4.180265
pth,1,16,256,0.070587
pth,1,16,32,0.002188
pth,1,16,4096,16.597219
pth,1,16,512,0.269128
pth,1,16,64,0.006010
pth,1,16,8,0.000785
pth,1,17,1024,1.058501
pth,1,17,128,0.019300
pth,1,17,2048,4.186617
pth,1,17,256,0.070928
pth,1,17,32,0.002151
pth,1,17,4096,16.799040
pth,1,17,512,0.271910
pth,1,17,64,0.005821
pth,1,17,8,0.000709
pth,1,18,1024,1.056080
pth,1,18,128,0.019786
pth,1,18,2048,4.255793
pth,1,18,256,0.071125
pth,1,18,32,0.002092
pth,1,18,4096,16.964472
pth,1,18,512,0.268822
pth,1,18,64,0.005913
pth,1,18,8,0.000929
pth,1,19,1024,1.060320
pth,1,19,128,0.020111
pth,1,19,2048,4.183232
pth,1,19,256,0.071344
pth,1,19,32,0.002172
pth,1,19,4096,16.767901
pth,1,19,512,0.269467
pth,1,19,64,0.005840
pth,1,19,8,0.000973
pth,1,20,1024,1.132582
pth,1,20,128,0.019407
pth,1,20,2048,4.220200
pth,1,20,256,0.070498
pth,1,20,32,0.002406
pth,1,20,4096,16.982700
pth,1,20,512,0.270991
pth,1,20,64,0.005685
pth,1,20,8,0.000898
pth,1,21,1024,1.053229
pth,1,21,128,0.019482
pth,1,21,2048,4.220946
pth,1,21,256,0.070753
pth,1,21,32,0.002370
pth,1,21,4096,16.783237
pth,1,21,512,0.267162
pth,1,21,64,0.005813
pth,1,21,8,0.000746
pth,1,22,1024,1.054992
pth,1,22,128,0.019549
pth,1,22,2048,4.184100
pth,1,22,256,0.071193
pth,1,22,32,0.002132
pth,1,22,4096,17.166214
pth,1,22,512,0.273210
pth,1,22,64,0.005903
pth,1,22,8,0.000736
pth,1,23,1024,1.071315
pth,1,23,128,0.020205
pth,1,23,2048,4.266086
pth,1,23,256,0.071257
pth,1,23,32,0.002135
pth,1,23,4096,17.023090
pth,1,23,512,0.271393
pth,1,23,64,0.006072
pth,1,23,8,0.000786
pth,1,24,1024,1.060805
pth,1,24,128,0.020002
pth,1,24,2048,4.247828
pth,1,24,256,0.070708
pth,1,24,32,0.002212
pth,1,24,4096,16.995520
pth,1,24,512,0.270079
pth,1,24,64,0.005713
pth,1,24,8,0.000883
pth,1,25,1024,1.060923
pth,1,25,128,0.020193
pth,1,25,2048,4.241374
pth,1,25,256,0.071173
pth,1,25,32,0.002099
pth,1,25,4096,16.648649
pth,1,25,512,0.267934
pth,1,25,64,0.006203
pth,1,25,8,0.000773
pth,1,26,1024,1.052793
pth,1,26,128,0.019936
pth,1,26,2048,4.174109
pth,1,26,256,0.071470
pth,1,26,32,0.002152
pth,1,26,4096,16.581219
pth,1,26,512,0.269568
pth,1,26,64,0.006034
pth,1,26,8,0.000951
pth,1,27,1024,1.051549
pth,1,27,128,0.019752
pth,1,27,2048,4.180197
pth,1,27,256,0.070903
pth,1,27,32,0.002007
pth,1,27,4096,17.017265
pth,1,27,512,0.271130
pth,1,27,64,0.006112
pth,1,27,8,0.000775
pth,1,28,1024,1.057688
pth,1,28,128,0.020013
pth,1,28,2048,4.183710
pth,1,28,256,0.070444
pth,1,28,32,0.002472
pth,1,28,4096,16.637093
pth,1,28,512,0.268761
pth,1,28,64,0.005794
pth,1,28,8,0.000850
pth,1,29,1024,1.063352
pth,1,29,128,0.019739
pth,1,29,2048,4.191773
pth,1,29,256,0.070547
pth,1,29,32,0.002140
pth,1,29,4096,16.798271
pth,1,29,512,0.268813
pth,1,29,64,0.005811
pth,1,29,8,0.000947
pth,1,30,1024,1.061723
pth,1,30,128,0.019653
pth,1,30,2048,4.209292
pth,1,30,256,0.071399
pth,1,30,32,0.002327
pth,1,30,4096,16.837361
pth,1,30,512,0.269484
pth,1,30,64,0.005726
pth,1,30,8,0.000744
pth,2,1,1024,0.580823
pth,2,1,128,0.010779
pth,2,1,2048,2.154561
pth,2,1,256,0.037906
pth,2,1,32,0.001673
pth,2,1,4096,8.538885
pth,2,1,512,0.139953
pth,2,1,64,0.003461
pth,2,1,8,0.001131
pth,2,2,1024,0.543295
pth,2,2,128,0.010589
pth,2,2,2048,2.151049
pth,2,2,256,0.037882
pth,2,2,32,0.002021
pth,2,2,4096,8.553285
pth,2,2,512,0.139413
pth,2,2,64,0.003794
pth,2,2,8,0.001175
pth,2,3,1024,0.543855
pth,2,3,128,0.011377
pth,2,3,2048,2.164148
pth,2,3,256,0.038255
pth,2,3,32,0.001622
pth,2,3,4096,8.554111
pth,2,3,512,0.138712
pth,2,3,64,0.003685
pth,2,3,8,0.001055
pth,2,4,1024,0.543762
pth,2,4,128,0.010800
pth,2,4,2048,2.154372
pth,2,4,256,0.037818
pth,2,4,32,0.002175
pth,2,4,4096,8.552638
pth,2,4,512,0.138886
pth,2,4,64,0.003695
pth,2,4,8,0.001084
pth,2,5,1024,0.544229
pth,2,5,128,0.010842
pth,2,5,2048,2.159015
pth,2,5,256,0.037768
pth,2,5,32,0.001821
pth,2,5,4096,8.561824
pth,2,5,512,0.138772
pth,2,5,64,0.003978
pth,2,5,8,0.001005
pth,2,6,1024,0.543460
pth,2,6,128,0.010693
pth,2,6,2048,2.151282
pth,2,6,256,0.037560
pth,2,6,32,0.001871
pth,2,6,4096,8.554116
pth,2,6,512,0.139292
pth,2,6,64,0.004026
pth,2,6,8,0.001188
pth,2,7,1024,0.544298
pth,2,7,128,0.010773
pth,2,7,2048,2.149062
pth,2,7,256,0.037818
pth,2,7,32,0.001543
pth,2,7,4096,8.551992
pth,2,7,512,0.138699
pth,2,7,64,0.003612
pth,2,7,8,0.001069
pth,2,8,1024,0.543535
pth,2,8,128,0.010630
pth,2,8,2048,2.152145
pth,2,8,256,0.038568
pth,2,8,32,0.001810
pth,2,8,4096,8.550716
pth,2,8,512,0.139484
pth,2,8,64,0.003902
pth,2,8,8,0.001419
pth,2,9,1024,0.544806
pth,2,9,128,0.010440
pth,2,9,2048,2.154152
pth,2,9,256,0.038493
pth,2,9,32,0.001964
pth,2,9,4096,8.564043
pth,2,9,512,0.139374
pth,2,9,64,0.003662
pth,2,9,8,0.001318
pth,2,10,1024,0.543143
pth,2,10,128,0.010924
pth,2,10,2048,2.151584
pth,2,10,256,0.037824
pth,2,10,32,0.001989
pth,2,10,4096,8.529788
pth,2,10,512,0.139158
pth,2,10,64,0.003731
pth,2,10,8,0.001187
pth,2,11,1024,0.542042
pth,2,11,128,0.010814
pth,2,11,2048,2.154857
pth,2,11,256,0.037506
pth,2,11,32,0.001800
pth,2,11,4096,8.559623
pth,2,11,512,0.139030
pth,2,11,64,0.003762
pth,2,11,8,0.001110
pth,2,12,1024,0.544969
pth,2,12,128,0.010209
pth,2,12,2048,2.157573
pth,2,12,256,0.038027
pth,2,12,32,0.001804
pth,2,12,4096,8.554188
pth,2,12,512,0.139311
pth,2,12,64,0.003998
pth,2,12,8,0.000990
pth,2,13,1024,0.543829
pth,2,13,128,0.010387
pth,2,13,2048,2.154161
pth,2,13,256,0.037677
pth,2,13,32,0.001600
pth,2,13,4096,8.553023
pth,2,13,512,0.139127
pth,2,13,64,0.003817
pth,2,13,8,0.001096
pth,2,14,1024,0.544078
pth,2,14,128,0.010636
pth,2,14,2048,2.155167
pth,2,14,256,0.037574
pth,2,14,32,0.002060
pth,2,14,4096,8.531221
pth,2,14,512,0.138162
pth,2,14,64,0.003328
pth,2,14,8,0.001170
pth,2,15,1024,0.545144
pth,2,15,128,0.010415
pth,2,15,2048,2.156817
pth,2,15,256,0.037226
pth,2,15,32,0.001582
pth,2,15,4096,8.554028
pth,2,15,512,0.138468
pth,2,15,64,0.003801
pth,2,15,8,0.001068
pth,2,16,1024,0.545445
pth,2,16,128,0.010714
pth,2,16,2048,2.149303
pth,2,16,256,0.037792
pth,2,16,32,0.001691
pth,2,16,4096,8.551960
pth,2,16,512,0.139626
pth,2,16,64,0.003540
pth,2,16,8,0.001081
pth,2,17,1024,0.542741
pth,2,17,128,0.010631
pth,2,17,2048,2.150977
pth,2,17,256,0.037594
pth,2,17,32,0.001472
pth,2,17,4096,8.550790
pth,2,17,512,0.139166
pth,2,17,64,0.003552
pth,2,17,8,0.001284
pth,2,18,1024,0.543765
pth,2,18,128,0.010492
pth,2,18,2048,2.156724
pth,2,18,256,0.038493
pth,2,18,32,0.001982
pth,2,18,4096,8.547519
pth,2,18,512,0.139383
pth,2,18,64,0.004208
pth,2,18,8,0.001025
pth,2,19,1024,0.545593
pth,2,19,128,0.010794
pth,2,19,2048,2.135502
pth,2,19,256,0.037756
pth,2,19,32,0.001758
pth,2,19,4096,8.550266
pth,2,19,512,0.139862
pth,2,19,64,0.003911
pth,2,19,8,0.001009
pth,2,20,1024,0.542422
pth,2,20,128,0.010878
pth,2,20,2048,2.147266
pth,2,20,256,0.038194
pth,2,20,32,0.001994
pth,2,20,4096,8.571955
pth,2,20,512,0.138911
pth,2,20,64,0.004061
pth,2,20,8,0.000998
pth,2,21,1024,0.543436
pth,2,21,128,0.010725
pth,2,21,2048,2.155723
pth,2,21,256,0.038373
pth,2,21,32,0.001796
pth,2,21,4096,8.555630
pth,2,21,512,0.139271
pth,2,21,64,0.004218
pth,2,21,8,0.001040
pth,2,22,1024,0.543160
pth,2,22,128,0.010577
pth,2,22,2048,2.156520
pth,2,22,256,0.037863
pth,2,22,32,0.002072
pth,2,22,4096,8.504553
pth,2,22,512,0.139999
pth,2,22,64,0.003971
pth,2,22,8,0.001087
pth,2,23,1024,0.543051
pth,2,23,128,0.010709
pth,2,23,2048,2.154415
pth,2,23,256,0.037148
pth,2,23,32,0.001995
pth,2,23,4096,8.567292
pth,2,23,512,0.138874
pth,2,23,64,0.003722
pth,2,23,8,0.000995
pth,2,24,1024,0.550355
pth,2,24,128,0.010431
pth,2,24,2048,2.155090
pth,2,24,256,0.037700
pth,2,24,32,0.001878
pth,2,24,4096,8.556904
pth,2,24,512,0.139573
pth,2,24,64,0.003609
pth,2,24,8,0.001153
pth,2,25,1024,0.544741
pth,2,25,128,0.010823
pth,2,25,2048,2.153569
pth,2,25,256,0.038133
pth,2,25,32,0.001724
pth,2,25,4096,8.548772
pth,2,25,512,0.138850
pth,2,25,64,0.003774
pth,2,25,8,0.001229
pth,2,26,1024,0.543813
pth,2,26,128,0.010762
pth,2,26,2048,2.158468
pth,2,26,256,0.038567
pth,2,26,32,0.001587
pth,2,26,4096,8.551879
pth,2,26,512,0.138858
pth,2,26,64,0.003613
pth,2,26,8,0.001133
pth,2,27,1024,0.548972
pth,2,27,128,0.010693
pth,2,27,2048,2.145175
pth,2,27,256,0.037418
pth,2,27,32,0.001932
pth,2,27,4096,8.549427
pth,2,27,512,0.139486
pth,2,27,64,0.003702
pth,2,27,8,0.001072
pth,2,28,1024,0.543430
pth,2,28,128,0.010470
pth,2,28,2048,2.140840
pth,2,28,256,0.037278
pth,2,28,32,0.001938
pth,2,28,4096,8.550066
pth,2,28,512,0.139025
pth,2,28,64,0.003566
pth,2,28,8,0.001336
pth,2,29,1024,0.543210
pth,2,29,128,0.010884
pth,2,29,2048,2.148816
pth,2,29,256,0.038644
pth,2,29,32,0.001891
pth,2,29,4096,8.558618
pth,2,29,512,0.139536
pth,2,29,64,0.003590
pth,2,29,8,0.001031
pth,2,30,1024,0.548976
pth,2,30,128,0.010677
pth,2,30,2048,2.158276
pth,2,30,256,0.037215
pth,2,30,32,0.002254
pth,2,30,4096,8.536607
pth,2,30,512,0.139493
pth,2,30,64,0.003598
pth,2,30,8,0.001035
pth,4,1,1024,0.278911
pth,4,1,128,0.006071
pth,4,1,2048,1.099487
pth,4,1,256,0.019231
pth,4,1,32,0.002106
pth,4,1,4096,4.327639
pth,4,1,512,0.073894
pth,4,1,64,0.002922
pth,4,1,8,0.001764
pth,4,2,1024,0.279643
pth,4,2,128,0.006436
pth,4,2,2048,1.093384
pth,4,2,256,0.019478
pth,4,2,32,0.002030
pth,4,2,4096,4.631248
pth,4,2,512,0.073889
pth,4,2,64,0.002667
pth,4,2,8,0.001771
pth,4,3,1024,0.281064
pth,4,3,128,0.006253
pth,4,3,2048,1.088019
pth,4,3,256,0.019590
pth,4,3,32,0.001975
pth,4,3,4096,4.327276
pth,4,3,512,0.074009
pth,4,3,64,0.002693
pth,4,3,8,0.001721
pth,4,4,1024,0.278276
pth,4,4,128,0.006482
pth,4,4,2048,1.090043
pth,4,4,256,0.019723
pth,4,4,32,0.002106
pth,4,4,4096,4.332061
pth,4,4,512,0.073971
pth,4,4,64,0.002858
pth,4,4,8,0.001711
pth,4,5,1024,0.278651
pth,4,5,128,0.005951
pth,4,5,2048,1.094971
pth,4,5,256,0.019486
pth,4,5,32,0.001966
pth,4,5,4096,4.341349
pth,4,5,512,0.075144
pth,4,5,64,0.003065
pth,4,5,8,0.001741
pth,4,6,1024,0.278299
pth,4,6,128,0.006206
pth,4,6,2048,1.090534
pth,4,6,256,0.020071
pth,4,6,32,0.002070
pth,4,6,4096,4.341715
pth,4,6,512,0.073703
pth,4,6,64,0.003024
pth,4,6,8,0.001816
pth,4,7,1024,0.284298
pth,4,7,128,0.006254
pth,4,7,2048,1.095749
pth,4,7,256,0.019536
pth,4,7,32,0.001957
pth,4,7,4096,4.334885
pth,4,7,512,0.073937
pth,4,7,64,0.002799
pth,4,7,8,0.001673
pth,4,8,1024,0.279032
pth,4,8,128,0.006600
pth,4,8,2048,1.096845
pth,4,8,256,0.019857
pth,4,8,32,0.002026
pth,4,8,4096,4.347277
pth,4,8,512,0.073362
pth,4,8,64,0.002662
pth,4,8,8,0.001733
pth,4,9,1024,0.277775
pth,4,9,128,0.006525
pth,4,9,2048,1.089904
pth,4,9,256,0.019458
pth,4,9,32,0.002282
pth,4,9,4096,4.342888
pth,4,9,512,0.075313
pth,4,9,64,0.003183
pth,4,9,8,0.001699
pth,4,10,1024,0.276785
pth,4,10,128,0.006352
pth,4,10,2048,1.089171
pth,4,10,256,0.019395
pth,4,10,32,0.002186
pth,4,10,4096,4.344576
pth,4,10,512,0.073592
pth,4,10,64,0.002920
pth,4,10,8,0.001871
pth,4,11,1024,0.276786
pth,4,11,128,0.006273
pth,4,11,2048,1.091417
pth,4,11,256,0.019965
pth,4,11,32,0.002126
pth,4,11,4096,4.339026
pth,4,11,512,0.074038
pth,4,11,64,0.002676
pth,4,11,8,0.001743
pth,4,12,1024,0.286072
pth,4,12,128,0.006528
pth,4,12,2048,1.092226
pth,4,12,256,0.019813
pth,4,12,32,0.002025
pth,4,12,4096,4.331522
pth,4,12,512,0.073627
pth,4,12,64,0.002677
pth,4,12,8,0.001728
pth,4,13,1024,0.278418
pth,4,13,128,0.006073
pth,4,13,2048,1.096409
pth,4,13,256,0.020319
pth,4,13,32,0.002014
pth,4,13,4096,4.346358
pth,4,13,512,0.073691
pth,4,13,64,0.002887
pth,4,13,8,0.001759
pth,4,14,1024,0.276860
pth,4,14,128,0.006409
pth,4,14,2048,1.089033
pth,4,14,256,0.019725
pth,4,14,32,0.002065
pth,4,14,4096,4.347024
pth,4,14,512,0.072913
pth,4,14,64,0.002876
pth,4,14,8,0.001757
pth,4,15,1024,0.277150
pth,4,15,128,0.005983
pth,4,15,2048,1.096694
pth,4,15,256,0.019613
pth,4,15,32,0.002015
pth,4,15,4096,4.340104
pth,4,15,512,0.074068
pth,4,15,64,0.002985
pth,4,15,8,0.001761
pth,4,16,1024,0.279282
pth,4,16,128,0.006272
pth,4,16,2048,1.097808
pth,4,16,256,0.019493
pth,4,16,32,0.001989
pth,4,16,4096,4.341976
pth,4,16,512,0.073561
pth,4,16,64,0.002886
pth,4,16,8,0.001724
pth,4,17,1024,0.278301
pth,4,17,128,0.006012
pth,4,17,2048,1.089777
pth,4,17,256,0.020243
pth,4,17,32,0.001935
pth,4,17,4096,4.350518
pth,4,17,512,0.073564
pth,4,17,64,0.002853
pth,4,17,8,0.001708
pth,4,18,1024,0.277595
pth,4,18,128,0.006092
pth,4,18,2048,1.096167
pth,4,18,256,0.019437
pth,4,18,32,0.002025
pth,4,18,4096,4.346253
pth,4,18,512,0.074335
pth,4,18,64,0.002848
pth,4,18,8,0.001812
pth,4,19,1024,0.278673
pth,4,19,128,0.006224
pth,4,19,2048,1.090402
pth,4,19,256,0.019467
pth,4,19,32,0.002007
pth,4,19,4096,4.329009
pth,4,19,512,0.073963
pth,4,19,64,0.002917
pth,4,19,8,0.001671
pth,4,20,1024,0.277984
pth,4,20,128,0.006480
pth,4,20,2048,1.090664
pth,4,20,256,0.019789
pth,4,20,32,0.002049
pth,4,20,4096,4.370816
pth,4,20,512,0.073724
pth,4,20,64,0.002884
pth,4,20,8,0.001738
pth,4,21,1024,0.283818
pth,4,21,128,0.006315
pth,4,21,2048,1.090872
pth,4,21,256,0.019757
pth,4,21,32,0.001960
pth,4,21,4096,4.342833
pth,4,21,512,0.074176
pth,4,21,64,0.002913
pth,4,21,8,0.001681
pth,4,22,1024,0.277810
pth,4,22,128,0.006072
pth,4,22,2048,1.097553
pth,4,22,256,0.019299
pth,4,22,32,0.002072
pth,4,22,4096,4.346186
pth,4,22,512,0.074709
pth,4,22,64,0.003397
pth,4,22,8,0.001691
pth,4,23,1024,0.277944
pth,4,23,128,0.005884
pth,4,23,2048,1.094913
pth,4,23,256,0.019871
pth,4,23,32,0.001995
pth,4,23,4096,4.338777
pth,4,23,512,0.073495
pth,4,23,64,0.002747
pth,4,23,8,0.001740
pth,4,24,1024,0.296656
pth,4,24,128,0.006193
pth,4,24,2048,1.090801
pth,4,24,256,0.019837
pth,4,24,32,0.001946
pth,4,24,4096,4.334190
pth,4,24,512,0.078616
pth,4,24,64,0.002832
pth,4,24,8,0.001946
pth,4,25,1024,0.278439
pth,4,25,128,0.006487
pth,4,25,2048,1.093602
pth,4,25,256,0.019008
pth,4,25,32,0.001995
pth,4,25,4096,4.620083
pth,4,25,512,0.073768
pth,4,25,64,0.002830
pth,4,25,8,0.001814
pth,4,26,1024,0.277854
pth,4,26,128,0.006629
pth,4,26,2048,1.166908
pth,4,26,256,0.020181
pth,4,26,32,0.001988
pth,4,26,4096,4.348285
pth,4,26,512,0.076670
pth,4,26,64,0.003144
pth,4,26,8,0.001670
pth,4,27,1024,0.277634
pth,4,27,128,0.006193
pth,4,27,2048,1.097526
pth,4,27,256,0.019453
pth,4,27,32,0.001975
pth,4,27,4096,4.331314
pth,4,27,512,0.075062
pth,4,27,64,0.003066
pth,4,27,8,0.001882
pth,4,28,1024,0.284541
pth,4,28,128,0.006050
pth,4,28,2048,1.094278
pth,4,28,256,0.019261
pth,4,28,32,0.002198
pth,4,28,4096,4.345865
pth,4,28,512,0.074441
pth,4,28,64,0.003112
pth,4,28,8,0.001933
pth,4,29,1024,0.277990
pth,4,29,128,0.006228
pth,4,29,2048,1.096239
pth,4,29,256,0.019406
pth,4,29,32,0.001976
pth,4,29,4096,4.339749
pth,4,29,512,0.074407
pth,4,29,64,0.002827
pth,4,29,8,0.001788
pth,4,30,1024,0.278243
pth,4,30,128,0.006433
pth,4,30,2048,1.095548
pth,4,30,256,0.019476
pth,4,30,32,0.001965
pth,4,30,4096,4.339772
pth,4,30,512,0.073656
pth,4,30,64,0.003000
pth,4,30,8,0.001689
pth,8,1,1024,0.221756
pth,8,1,128,0.007394
pth,8,1,2048,0.866491
pth,8,1,256,0.017496
pth,8,1,32,0.004170
pth,8,1,4096,3.463269
pth,8,1,512,0.060845
pth,8,1,64,0.004890
pth,8,1,8,0.004187
pth,8,2,1024,0.221001
pth,8,2,128,0.007834
pth,8,2,2048,0.871805
pth,8,2,256,0.017454
pth,8,2,32,0.004224
pth,8,2,4096,3.433215
pth,8,2,512,0.058618
pth,8,2,64,0.004780
pth,8,2,8,0.004025
pth,8,3,1024,0.222752
pth,8,3,128,0.007020
pth,8,3,2048,0.870477
pth,8,3,256,0.017426
pth,8,3,32,0.004246
pth,8,3,4096,3.431998
pth,8,3,512,0.058864
pth,8,3,64,0.004876
pth,8,3,8,0.004212
pth,8,4,1024,0.225610
pth,8,4,128,0.007028
pth,8,4,2048,0.863709
pth,8,4,256,0.017257
pth,8,4,32,0.004018
pth,8,4,4096,3.452252
pth,8,4,512,0.061064
pth,8,4,64,0.004714
pth,8,4,8,0.004176
pth,8,5,1024,0.223921
pth,8,5,128,0.006697
pth,8,5,2048,0.880088
pth,8,5,256,0.016993
pth,8,5,32,0.004971
pth,8,5,4096,3.442834
pth,8,5,512,0.059367
pth,8,5,64,0.004720
pth,8,5,8,0.004081
pth,8,6,1024,0.220701
pth,8,6,128,0.006650
pth,8,6,2048,0.872169
pth,8,6,256,0.017174
pth,8,6,32,0.004221
pth,8,6,4096,3.425160
pth,8,6,512,0.058396
pth,8,6,64,0.004808
pth,8,6,8,0.004052
pth,8,7,1024,0.221990
pth,8,7,128,0.006975
pth,8,7,2048,0.872590
pth,8,7,256,0.017588
pth,8,7,32,0.004240
pth,8,7,4096,3.416153
pth,8,7,512,0.061267
pth,8,7,64,0.004677
pth,8,7,8,0.004172
pth,8,8,1024,0.220722
pth,8,8,128,0.006492
pth,8,8,2048,0.884315
pth,8,8,256,0.017590
pth,8,8,32,0.004171
pth,8,8,4096,3.430446
pth,8,8,512,0.058642
pth,8,8,64,0.004695
pth,8,8,8,0.004163
pth,8,9,1024,0.221650
pth,8,9,128,0.006633
pth,8,9,2048,0.865008
pth,8,9,256,0.017500
pth,8,9,32,0.004150
pth,8,9,4096,3.449411
pth,8,9,512,0.058587
pth,8,9,64,0.004761
pth,8,9,8,0.004102
pth,8,10,1024,0.220870
pth,8,10,128,0.006783
pth,8,10,2048,0.867331
pth,8,10,256,0.017771
pth,8,10,32,0.004123
pth,8,10,4096,3.449242
pth,8,10,512,0.058595
pth,8,10,64,0.004776
pth,8,10,8,0.004177
pth,8,11,1024,0.222732
pth,8,11,128,0.006689
pth,8,11,2048,0.864781
pth,8,11,256,0.016993
pth,8,11,32,0.004294
pth,8,11,4096,3.433818
pth,8,11,512,0.058618
pth,8,11,64,0.004642
pth,8,11,8,0.004075
pth,8,12,1024,0.226045
pth,8,12,128,0.006781
pth,8,12,2048,0.869505
pth,8,12,256,0.017766
pth,8,12,32,0.004381
pth,8,12,4096,3.416632
pth,8,12,512,0.058796
pth,8,12,64,0.004695
pth,8,12,8,0.004143
pth,8,13,1024,0.221330
pth,8,13,128,0.007023
pth,8,13,2048,0.866491
pth,8,13,256,0.017193
pth,8,13,32,0.004081
pth,8,13,4096,3.450866
pth,8,13,512,0.063072
pth,8,13,64,0.004909
pth,8,13,8,0.004123
pth,8,14,1024,0.222295
pth,8,14,128,0.006554
pth,8,14,2048,0.870297
pth,8,14,256,0.017359
pth,8,14,32,0.004247
pth,8,14,4096,3.454164
pth,8,14,512,0.058787
pth,8,14,64,0.004669
pth,8,14,8,0.004059
pth,8,15,1024,0.221267
pth,8,15,128,0.006653
pth,8,15,2048,0.866312
pth,8,15,256,0.017515
pth,8,15,32,0.004346
pth,8,15,4096,3.435232
pth,8,15,512,0.058409
pth,8,15,64,0.004648
pth,8,15,8,0.004080
pth,8,16,1024,0.221168
pth,8,16,128,0.006870
pth,8,16,2048,0.870376
pth,8,16,256,0.017334
pth,8,16,32,0.004285
pth,8,16,4096,3.419045
pth,8,16,512,0.059211
pth,8,16,64,0.004636
pth,8,16,8,0.004014
pth,8,17,1024,0.221152
pth,8,17,128,0.006625
pth,8,17,2048,0.870867
pth,8,17,256,0.016970
pth,8,17,32,0.004152
pth,8,17,4096,3.432572
pth,8,17,512,0.058871
pth,8,17,64,0.004690
pth,8,17,8,0.004039
pth,8,18,1024,0.221802
pth,8,18,128,0.006673
pth,8,18,2048,0.866440
pth,8,18,256,0.017345
pth,8,18,32,0.004154
pth,8,18,4096,3.433088
pth,8,18,512,0.061497
pth,8,18,64,0.006250
pth,8,18,8,0.004150
pth,8,19,1024,0.221880
pth,8,19,128,0.006642
pth,8,19,2048,0.870573
pth,8,19,256,0.017115
pth,8,19,32,0.004155
pth,8,19,4096,3.433220
pth,8,19,512,0.058853
pth,8,19,64,0.004720
pth,8,19,8,0.004201
pth,8,20,1024,0.222878
pth,8,20,128,0.007133
pth,8,20,2048,0.869206
pth,8,20,256,0.017190
pth,8,20,32,0.004218
pth,8,20,4096,3.431622
pth,8,20,512,0.058543
pth,8,20,64,0.004843
pth,8,20,8,0.004106
pth,8,21,1024,0.222430
pth,8,21,128,0.006574
pth,8,21,2048,0.881978
pth,8,21,256,0.017425
pth,8,21,32,0.004048
pth,8,21,4096,3.459091
pth,8,21,512,0.059076
pth,8,21,64,0.004739
pth,8,21,8,0.004244
pth,8,22,1024,0.221498
pth,8,22,128,0.007129
pth,8,22,2048,0.869481
pth,8,22,256,0.017455
pth,8,22,32,0.004218
pth,8,22,4096,3.422395
pth,8,22,512,0.058760
pth,8,22,64,0.004673
pth,8,22,8,0.004108
pth,8,23,1024,0.224505
pth,8,23,128,0.006596
pth,8,23,2048,0.873962
pth,8,23,256,0.017559
pth,8,23,32,0.004269
pth,8,23,4096,3.456085
pth,8,23,512,0.063944
pth,8,23,64,0.004765
pth,8,23,8,0.004092
pth,8,24,1024,0.221960
pth,8,24,128,0.007147
pth,8,24,2048,0.867666
pth,8,24,256,0.017367
pth,8,24,32,0.004669
pth,8,24,4096,3.430901
pth,8,24,512,0.058862
pth,8,24,64,0.004713
