impl,num_threads,i,grid_size,time
pth,8,24,8,0.004254
pth,8,25,1024,0.224725
pth,8,25,128,0.006604
pth,8,25,2048,0.873322
pth,8,25,256,0.017169
pth,8,25,32,0.004430
pth,8,25,4096,3.430565
pth,8,25,512,0.058350
pth,8,25,64,0.004800
pth,8,25,8,0.004155
pth,8,26,1024,0.221181
pth,8,26,128,0.006595
pth,8,26,2048,0.875115
pth,8,26,256,0.017504
pth,8,26,32,0.004210
pth,8,26,4096,3.427790
pth,8,26,512,0.058458
pth,8,26,64,0.005064
pth,8,26,8,0.004003
pth,8,27,1024,0.227482
pth,8,27,128,0.006949
pth,8,27,2048,0.865413
pth,8,27,256,0.017283
pth,8,27,32,0.004159
pth,8,27,4096,3.432898
pth,8,27,512,0.058899
pth,8,27,64,0.004821
pth,8,27,8,0.004113
pth,8,28,1024,0.222251
pth,8,28,128,0.007165
pth,8,28,2048,0.867313
pth,8,28,256,0.017719
pth,8,28,32,0.004218
pth,8,28,4096,3.421637
pth,8,28,512,0.063470
pth,8,28,64,0.004776
pth,8,28,8,0.004115
pth,8,29,1024,0.221027
pth,8,29,128,0.006657
pth,8,29,2048,0.866078
pth,8,29,256,0.017064
pth,8,29,32,0.004267
pth,8,29,4096,3.436572
pth,8,29,512,0.058971
pth,8,29,64,0.004900
pth,8,29,8,0.004072
pth,8,30,1024,0.221656
pth,8,30,128,0.006726
pth,8,30,2048,0.870517
pth,8,30,256,0.017342
pth,8,30,32,0.004151
pth,8,30,4096,3.423496
pth,8,30,512,0.058849
pth,8,30,64,0.004886
pth,8,30,8,0.004102
pth,16,1,1024,0.185938
pth,16,1,128,0.009380
pth,16,1,2048,0.776550
pth,16,1,256,0.015903
pth,16,1,32,0.008946
pth,16,1,4096,2.983187
pth,16,1,512,0.049205
pth,16,1,64,0.009711
pth,16,1,8,0.008930
pth,16,2,1024,0.194738
pth,16,2,128,0.009394
pth,16,2,2048,0.804517
pth,16,2,256,0.016258
pth,16,2,32,0.009319
pth,16,2,4096,3.017613
pth,16,2,512,0.048764
pth,16,2,64,0.009615
pth,16,2,8,0.009080
pth,16,3,1024,0.188343
pth,16,3,128,0.009084
pth,16,3,2048,0.768081
pth,16,3,256,0.015996
pth,16,3,32,0.008918
pth,16,3,4096,2.965449
pth,16,3,512,0.048709
pth,16,3,64,0.009670
pth,16,3,8,0.009445
pth,16,4,1024,0.189023
pth,16,4,128,0.009510
pth,16,4,2048,0.762556
pth,16,4,256,0.015961
pth,16,4,32,0.009289
pth,16,4,4096,2.989656
pth,16,4,512,0.049382
pth,16,4,64,0.009700
pth,16,4,8,0.009090
pth,16,5,1024,0.193797
pth,16,5,128,0.009401
pth,16,5,2048,0.781654
pth,16,5,256,0.015828
pth,16,5,32,0.009953
pth,16,5,4096,2.977486
pth,16,5,512,0.048868
pth,16,5,64,0.009812
pth,16,5,8,0.008937
pth,16,6,1024,0.192104
pth,16,6,128,0.009487
pth,16,6,2048,0.786989
pth,16,6,256,0.015573
pth,16,6,32,0.009218
pth,16,6,4096,2.937993
pth,16,6,512,0.049046
pth,16,6,64,0.009689
pth,16,6,8,0.009404
pth,16,7,1024,0.194804
pth,16,7,128,0.009216
pth,16,7,2048,0.763919
pth,16,7,256,0.016362
pth,16,7,32,0.008902
pth,16,7,4096,2.958130
pth,16,7,512,0.050678
pth,16,7,64,0.009749
pth,16,7,8,0.009341
pth,16,8,1024,0.193156
pth,16,8,128,0.009299
pth,16,8,2048,0.753429
pth,16,8,256,0.016119
pth,16,8,32,0.008941
pth,16,8,4096,2.969131
pth,16,8,512,0.048770
pth,16,8,64,0.009796
pth,16,8,8,0.009323
pth,16,9,1024,0.192114
pth,16,9,128,0.009314
pth,16,9,2048,0.785367
pth,16,9,256,0.015660
pth,16,9,32,0.008974
pth,16,9,4096,2.977655
pth,16,9,512,0.049294
pth,16,9,64,0.009518
pth,16,9,8,0.009554
pth,16,10,1024,0.191244
pth,16,10,128,0.009126
pth,16,10,2048,0.771828
pth,16,10,256,0.015796
pth,16,10,32,0.008975
pth,16,10,4096,2.970725
pth,16,10,512,0.048959
pth,16,10,64,0.009974
pth,16,10,8,0.009563
pth,16,11,1024,0.190844
pth,16,11,128,0.009268
pth,16,11,2048,0.789729
pth,16,11,256,0.015909
pth,16,11,32,0.009006
pth,16,11,4096,2.981979
pth,16,11,512,0.049307
pth,16,11,64,0.009802
pth,16,11,8,0.009255
pth,16,12,1024,0.189112
pth,16,12,128,0.009566
pth,16,12,2048,0.744770
pth,16,12,256,0.016031
pth,16,12,32,0.009271
pth,16,12,4096,2.993951
pth,16,12,512,0.048896
pth,16,12,64,0.009606
pth,16,12,8,0.009121
pth,16,13,1024,0.192213
pth,16,13,128,0.009291
pth,16,13,2048,0.767689
pth,16,13,256,0.016087
pth,16,13,32,0.009160
pth,16,13,4096,3.018780
pth,16,13,512,0.049142
pth,16,13,64,0.009748
pth,16,13,8,0.009338
pth,16,14,1024,0.195826
pth,16,14,128,0.009536
pth,16,14,2048,0.777511
pth,16,14,256,0.016153
pth,16,14,32,0.009038
pth,16,14,4096,2.982287
pth,16,14,512,0.049053
pth,16,14,64,0.009682
pth,16,14,8,0.009450
pth,16,15,1024,0.193197
pth,16,15,128,0.009429
pth,16,15,2048,0.771850
pth,16,15,256,0.015887
pth,16,15,32,0.008816
pth,16,15,4096,2.954360
pth,16,15,512,0.048905
pth,16,15,64,0.009734
pth,16,15,8,0.009284
pth,16,16,1024,0.186442
pth,16,16,128,0.009458
pth,16,16,2048,0.776864
pth,16,16,256,0.015986
pth,16,16,32,0.009405
pth,16,16,4096,3.005764
pth,16,16,512,0.049265
pth,16,16,64,0.009610
pth,16,16,8,0.009048
pth,16,17,1024,0.195074
pth,16,17,128,0.009502
pth,16,17,2048,0.771327
pth,16,17,256,0.016273
pth,16,17,32,0.009453
pth,16,17,4096,2.998884
pth,16,17,512,0.048541
pth,16,17,64,0.010010
pth,16,17,8,0.008993
pth,16,18,1024,0.196006
pth,16,18,128,0.011445
pth,16,18,2048,0.779944
pth,16,18,256,0.015314
pth,16,18,32,0.009015
pth,16,18,4096,2.994032
pth,16,18,512,0.049792
pth,16,18,64,0.009718
pth,16,18,8,0.009222
pth,16,19,1024,0.194497
pth,16,19,128,0.009446
pth,16,19,2048,0.794162
pth,16,19,256,0.016538
pth,16,19,32,0.009200
pth,16,19,4096,2.999501
pth,16,19,512,0.048845
pth,16,19,64,0.009628
pth,16,19,8,0.009175
pth,16,20,1024,0.195276
pth,16,20,128,0.009222
pth,16,20,2048,0.814914
pth,16,20,256,0.016117
pth,16,20,32,0.009220
pth,16,20,4096,2.979056
pth,16,20,512,0.048809
pth,16,20,64,0.009631
pth,16,20,8,0.009251
pth,16,21,1024,0.196728
pth,16,21,128,0.009477
pth,16,21,2048,0.732933
pth,16,21,256,0.015990
pth,16,21,32,0.009288
pth,16,21,4096,2.965374
pth,16,21,512,0.048770
pth,16,21,64,0.009654
pth,16,21,8,0.009518
pth,16,22,1024,0.190540
pth,16,22,128,0.009662
pth,16,22,2048,0.781209
pth,16,22,256,0.015730
pth,16,22,32,0.008984
pth,16,22,4096,3.061655
pth,16,22,512,0.049127
pth,16,22,64,0.009916
pth,16,22,8,0.009014
pth,16,23,1024,0.188787
pth,16,23,128,0.009858
pth,16,23,2048,0.796584
pth,16,23,256,0.015884
pth,16,23,32,0.009123
pth,16,23,4096,3.011663
pth,16,23,512,0.049489
pth,16,23,64,0.009866
pth,16,23,8,0.009254
pth,16,24,1024,0.184739
pth,16,24,128,0.009394
pth,16,24,2048,0.791855
pth,16,24,256,0.016499
pth,16,24,32,0.009609
pth,16,24,4096,2.990545
pth,16,24,512,0.048996
pth,16,24,64,0.009683
pth,16,24,8,0.009667
pth,16,25,1024,0.190384
pth,16,25,128,0.009491
pth,16,25,2048,0.785145
pth,16,25,256,0.015786
pth,16,25,32,0.009192
pth,16,25,4096,2.987392
pth,16,25,512,0.048996
pth,16,25,64,0.009488
pth,16,25,8,0.009075
pth,16,26,1024,0.190039
pth,16,26,128,0.009456
pth,16,26,2048,0.796170
pth,16,26,256,0.015827
pth,16,26,32,0.009344
pth,16,26,4096,3.063227
pth,16,26,512,0.048825
pth,16,26,64,0.009495
pth,16,26,8,0.009710
pth,16,27,1024,0.191287
pth,16,27,128,0.009293
pth,16,27,2048,0.796704
pth,16,27,256,0.015725
pth,16,27,32,0.009112
pth,16,27,4096,2.985614
pth,16,27,512,0.048496
pth,16,27,64,0.009897
pth,16,27,8,0.008789
pth,16,28,1024,0.191587
pth,16,28,128,0.009591
pth,16,28,2048,0.784957
pth,16,28,256,0.016138
pth,16,28,32,0.009103
pth,16,28,4096,3.014815
pth,16,28,512,0.049276
pth,16,28,64,0.009905
pth,16,28,8,0.009482
pth,16,29,1024,0.195786
pth,16,29,128,0.009182
pth,16,29,2048,0.790376
pth,16,29,256,0.015299
pth,16,29,32,0.009177
pth,16,29,4096,2.964758
pth,16,29,512,0.048941
pth,16,29,64,0.010066
pth,16,29,8,0.009030
pth,16,30,1024,0.188874
pth,16,30,128,0.009309
pth,16,30,2048,0.790293
pth,16,30,256,0.015434
pth,16,30,32,0.009058
pth,16,30,4096,3.005984
pth,16,30,512,0.049400
pth,16,30,64,0.009659
pth,16,30,8,0.009180
pth,32,1,1024,0.171556
pth,32,1,128,0.019752
pth,32,1,2048,0.670479
pth,32,1,256,0.023462
pth,32,1,32,0.019345
pth,32,1,4096,2.541472
pth,32,1,512,0.051969
pth,32,1,64,0.019632
pth,32,1,8,0.019998
pth,32,2,1024,0.171894
pth,32,2,128,0.018906
pth,32,2,2048,0.667170
pth,32,2,256,0.022996
pth,32,2,32,0.020018
pth,32,2,4096,2.547831
pth,32,2,512,0.050312
pth,32,2,64,0.019693
pth,32,2,8,0.019980
pth,32,3,1024,0.173611
pth,32,3,128,0.019262
pth,32,3,2048,0.674279
pth,32,3,256,0.023284
pth,32,3,32,0.019437
pth,32,3,4096,2.544346
pth,32,3,512,0.051850
pth,32,3,64,0.019319
pth,32,3,8,0.019138
pth,32,4,1024,0.173988
pth,32,4,128,0.019789
pth,32,4,2048,0.677143
pth,32,4,256,0.023246
pth,32,4,32,0.020255
pth,32,4,4096,2.544126
pth,32,4,512,0.051322
pth,32,4,64,0.019732
pth,32,4,8,0.019769
pth,32,5,1024,0.174265
pth,32,5,128,0.022515
pth,32,5,2048,0.677596
pth,32,5,256,0.022960
pth,32,5,32,0.018684
pth,32,5,4096,2.548813
pth,32,5,512,0.051887
pth,32,5,64,0.019922
pth,32,5,8,0.019032
pth,32,6,1024,0.177591
pth,32,6,128,0.019049
pth,32,6,2048,0.679675
pth,32,6,256,0.022998
pth,32,6,32,0.019568
pth,32,6,4096,2.552812
pth,32,6,512,0.050256
pth,32,6,64,0.019485
pth,32,6,8,0.019172
pth,32,7,1024,0.175451
pth,32,7,128,0.018917
pth,32,7,2048,0.677311
pth,32,7,256,0.023369
pth,32,7,32,0.019422
pth,32,7,4096,2.676076
pth,32,7,512,0.049732
pth,32,7,64,0.019869
pth,32,7,8,0.018832
pth,32,8,1024,0.174345
pth,32,8,128,0.019024
pth,32,8,2048,0.676683
pth,32,8,256,0.023384
pth,32,8,32,0.019525
pth,32,8,4096,2.546234
pth,32,8,512,0.052132
pth,32,8,64,0.020102
pth,32,8,8,0.018704
pth,32,9,1024,0.172413
pth,32,9,128,0.018717
pth,32,9,2048,0.674978
pth,32,9,256,0.028303
pth,32,9,32,0.019291
pth,32,9,4096,2.558670
pth,32,9,512,0.051727
pth,32,9,64,0.019353
pth,32,9,8,0.019138
pth,32,10,1024,0.173624
pth,32,10,128,0.018873
pth,32,10,2048,0.677935
pth,32,10,256,0.023098
pth,32,10,32,0.019940
pth,32,10,4096,2.560137
pth,32,10,512,0.052011
pth,32,10,64,0.019409
pth,32,10,8,0.019416
pth,32,11,1024,0.175962
pth,32,11,128,0.018542
pth,32,11,2048,0.681262
pth,32,11,256,0.023263
pth,32,11,32,0.020294
pth,32,11,4096,2.557511
pth,32,11,512,0.051120
pth,32,11,64,0.019778
pth,32,11,8,0.018947
pth,32,12,1024,0.173383
pth,32,12,128,0.019337
pth,32,12,2048,0.676966
pth,32,12,256,0.023406
pth,32,12,32,0.019248
pth,32,12,4096,2.562497
pth,32,12,512,0.051796
pth,32,12,64,0.019157
pth,32,12,8,0.019611
pth,32,13,1024,0.175329
pth,32,13,128,0.018908
pth,32,13,2048,0.679441
pth,32,13,256,0.023550
pth,32,13,32,0.020123
pth,32,13,4096,2.559543
pth,32,13,512,0.050800
pth,32,13,64,0.019778
pth,32,13,8,0.019056
pth,32,14,1024,0.177393
pth,32,14,128,0.019348
pth,32,14,2048,0.677258
pth,32,14,256,0.022883
pth,32,14,32,0.019097
pth,32,14,4096,2.569428
pth,32,14,512,0.052973
pth,32,14,64,0.019361
pth,32,14,8,0.018982
pth,32,15,1024,0.175647
pth,32,15,128,0.018788
pth,32,15,2048,0.673389
pth,32,15,256,0.023464
pth,32,15,32,0.019736
pth,32,15,4096,2.552222
pth,32,15,512,0.050566
pth,32,15,64,0.019301
pth,32,15,8,0.018907
pth,32,16,1024,0.174489
pth,32,16,128,0.018917
pth,32,16,2048,0.676434
pth,32,16,256,0.023183
pth,32,16,32,0.019709
pth,32,16,4096,2.569386
pth,32,16,512,0.050867
pth,32,16,64,0.019380
pth,32,16,8,0.018766
pth,32,17,1024,0.174162
pth,32,17,128,0.019385
pth,32,17,2048,0.676277
pth,32,17,256,0.023033
pth,32,17,32,0.019594
pth,32,17,4096,2.554987
pth,32,17,512,0.050887
pth,32,17,64,0.019458
pth,32,17,8,0.019831
pth,32,18,1024,0.174193
pth,32,18,128,0.018930
pth,32,18,2048,0.679329
pth,32,18,256,0.023162
pth,32,18,32,0.020733
pth,32,18,4096,2.656586
pth,32,18,512,0.050398
pth,32,18,64,0.019414
pth,32,18,8,0.019413
pth,32,19,1024,0.175014
pth,32,19,128,0.019249
pth,32,19,2048,0.681407
pth,32,19,256,0.023053
pth,32,19,32,0.019976
pth,32,19,4096,2.566436
pth,32,19,512,0.051680
pth,32,19,64,0.019668
pth,32,19,8,0.019170
pth,32,20,1024,0.173238
pth,32,20,128,0.018914
pth,32,20,2048,0.676959
pth,32,20,256,0.023247
pth,32,20,32,0.019269
pth,32,20,4096,2.570596
pth,32,20,512,0.049596
pth,32,20,64,0.019510
pth,32,20,8,0.019138
pth,32,21,1024,0.176434
pth,32,21,128,0.019059
pth,32,21,2048,0.674976
pth,32,21,256,0.023014
pth,32,21,32,0.019138
pth,32,21,4096,2.657138
pth,32,21,512,0.051811
pth,32,21,64,0.020001
pth,32,21,8,0.018842
pth,32,22,1024,0.173927
pth,32,22,128,0.018796
pth,32,22,2048,0.679285
pth,32,22,256,0.023324
pth,32,22,32,0.019902
pth,32,22,4096,2.569004
pth,32,22,512,0.053758
pth,32,22,64,0.019501
pth,32,22,8,0.019090
pth,32,23,1024,0.175467
pth,32,23,128,0.019180
pth,32,23,2048,0.687317
pth,32,23,256,0.023228
pth,32,23,32,0.020158
pth,32,23,4096,2.551865
pth,32,23,512,0.051070
pth,32,23,64,0.019509
pth,32,23,8,0.020285
pth,32,24,1024,0.177449
pth,32,24,128,0.018823
pth,32,24,2048,0.676371
pth,32,24,256,0.023259
pth,32,24,32,0.019738
pth,32,24,4096,2.571338
pth,32,24,512,0.050183
pth,32,24,64,0.018931
pth,32,24,8,0.019145
pth,32,25,1024,0.173779
pth,32,25,128,0.020231
pth,32,25,2048,0.693141
pth,32,25,256,0.022808
pth,32,25,32,0.021161
pth,32,25,4096,2.554672
pth,32,25,512,0.054082
pth,32,25,64,0.019946
pth,32,25,8,0.019210
pth,32,26,1024,0.173737
pth,32,26,128,0.019420
pth,32,26,2048,0.682349
pth,32,26,256,0.022880
pth,32,26,32,0.020411
pth,32,26,4096,2.555628
pth,32,26,512,0.050916
pth,32,26,64,0.020326
pth,32,26,8,0.019212
pth,32,27,1024,0.175077
pth,32,27,128,0.019286
pth,32,27,2048,0.674709
pth,32,27,256,0.023331
pth,32,27,32,0.020294
pth,32,27,4096,2.568940
pth,32,27,512,0.050512
pth,32,27,64,0.020644
pth,32,27,8,0.018995
pth,32,28,1024,0.175939
pth,32,28,128,0.019569
pth,32,28,2048,0.688614
pth,32,28,256,0.023261
pth,32,28,32,0.020062
pth,32,28,4096,2.563039
pth,32,28,512,0.052148
pth,32,28,64,0.019279
pth,32,28,8,0.019668
pth,32,29,1024,0.171821
pth,32,29,128,0.019230
pth,32,29,2048,0.688866
pth,32,29,256,0.023060
pth,32,29,32,0.019615
pth,32,29,4096,2.563364
pth,32,29,512,0.051069
pth,32,29,64,0.020491
pth,32,29,8,0.018804
pth,32,30,1024,0.174788
pth,32,30,128,0.019769
pth,32,30,2048,0.677832
pth,32,30,256,0.023041
pth,32,30,32,0.019610
pth,32,30,4096,2.574054
pth,32,30,512,0.049852
pth,32,30,64,0.019239
pth,32,30,8,0.019161
seq,1,1,1024,0.676308
seq,1,1,128,0.010752
seq,1,1,2048,2.671217
seq,1,1,256,0.042573
seq,1,1,32,0.000619
seq,1,1,4096,11.072568
seq,1,1,512,0.169903
seq,1,1,64,0.002662
seq,1,1,8,0.000035
seq,1,2,1024,0.691946
seq,1,2,128,0.010485
seq,1,2,2048,2.704111
seq,1,2,256,0.043224
seq,1,2,32,0.000615
seq,1,2,4096,10.786686
seq,1,2,512,0.168876
seq,1,2,64,0.002622
seq,1,2,8,0.000035
seq,1,3,1024,0.691729
seq,1,3,128,0.010545
seq,1,3,2048,2.683744
seq,1,3,256,0.042894
seq,1,3,32,0.000620
seq,1,3,4096,10.754613
seq,1,3,512,0.169763
seq,1,3,64,0.002559
seq,1,3,8,0.000034
seq,1,4,1024,0.691018
seq,1,4,128,0.010456
seq,1,4,2048,2.675567
seq,1,4,256,0.042434
seq,1,4,32,0.000643
seq,1,4,4096,11.073105
seq,1,4,512,0.168339
seq,1,4,64,0.002656
seq,1,4,8,0.000036
seq,1,5,1024,0.667578
seq,1,5,128,0.010571
seq,1,5,2048,2.680866
seq,1,5,256,0.042182
seq,1,5,32,0.000621
seq,1,5,4096,11.069951
seq,1,5,512,0.169916
seq,1,5,64,0.002561
seq,1,5,8,0.000034
seq,1,6,1024,0.691183
seq,1,6,128,0.010364
seq,1,6,2048,2.764764
seq,1,6,256,0.042372
seq,1,6,32,0.000649
seq,1,6,4096,10.681228
seq,1,6,512,0.169259
seq,1,6,64,0.002569
seq,1,6,8,0.000034
seq,1,7,1024,0.692073
seq,1,7,128,0.010400
seq,1,7,2048,2.696334
seq,1,7,256,0.042463
seq,1,7,32,0.000649
seq,1,7,4096,10.706353
seq,1,7,512,0.168806
seq,1,7,64,0.002586
seq,1,7,8,0.000036
seq,1,8,1024,0.691078
seq,1,8,128,0.010383
seq,1,8,2048,2.686410
seq,1,8,256,0.042402
seq,1,8,32,0.000651
seq,1,8,4096,10.710592
seq,1,8,512,0.172942
seq,1,8,64,0.002615
seq,1,8,8,0.000036
seq,1,9,1024,0.691817
seq,1,9,128,0.010732
seq,1,9,2048,2.772731
seq,1,9,256,0.042309
seq,1,9,32,0.000645
seq,1,9,4096,11.063814
seq,1,9,512,0.169018
seq,1,9,64,0.002628
seq,1,9,8,0.000035
seq,1,10,1024,0.691538
seq,1,10,128,0.010359
seq,1,10,2048,2.819550
seq,1,10,256,0.042410
seq,1,10,32,0.000644
seq,1,10,4096,11.069956
seq,1,10,512,0.169662
seq,1,10,64,0.002623
seq,1,10,8,0.000036
seq,1,11,1024,0.692351
seq,1,11,128,0.010751
seq,1,11,2048,2.682751
seq,1,11,256,0.042347
seq,1,11,32,0.000621
seq,1,11,4096,10.703507
seq,1,11,512,0.170858
seq,1,11,64,0.002614
seq,1,11,8,0.000036
seq,1,12,1024,0.691718
seq,1,12,128,0.010439
seq,1,12,2048,2.687578
seq,1,12,256,0.043855
seq,1,12,32,0.000615
seq,1,12,4096,11.068362
seq,1,12,512,0.168821
seq,1,12,64,0.002629
seq,1,12,8,0.000035
seq,1,13,1024,0.692131
seq,1,13,128,0.010385
seq,1,13,2048,2.775601
seq,1,13,256,0.042524
seq,1,13,32,0.000696
seq,1,13,4096,10.700451
seq,1,13,512,0.172596
seq,1,13,64,0.002625
seq,1,13,8,0.000036
seq,1,14,1024,0.692240
seq,1,14,128,0.010427
seq,1,14,2048,2.767453
seq,1,14,256,0.042807
seq,1,14,32,0.000650
seq,1,14,4096,11.072125
seq,1,14,512,0.169183
seq,1,14,64,0.002662
seq,1,14,8,0.000035
seq,1,15,1024,0.692260
seq,1,15,128,0.010473
seq,1,15,2048,2.775246
seq,1,15,256,0.042855
seq,1,15,32,0.000652
seq,1,15,4096,11.073604
seq,1,15,512,0.169983
seq,1,15,64,0.002658
seq,1,15,8,0.000034
seq,1,16,1024,0.692120
seq,1,16,128,0.010395
seq,1,16,2048,2.771909
seq,1,16,256,0.042654
seq,1,16,32,0.000644
seq,1,16,4096,11.070406
seq,1,16,512,0.168501
seq,1,16,64,0.002623
seq,1,16,8,0.000036
seq,1,17,1024,0.692366
seq,1,17,128,0.010458
seq,1,17,2048,2.686371
seq,1,17,256,0.043028
seq,1,17,32,0.000629
seq,1,17,4096,11.067194
seq,1,17,512,0.169077
seq,1,17,64,0.002627
seq,1,17,8,0.000035
seq,1,18,1024,0.691087
seq,1,18,128,0.010390
seq,1,18,2048,2.678193
seq,1,18,256,0.042370
seq,1,18,32,0.000652
seq,1,18,4096,10.707598
seq,1,18,512,0.169120
seq,1,18,64,0.002592
seq,1,18,8,0.000036
seq,1,19,1024,0.691661
seq,1,19,128,0.010404
seq,1,19,2048,2.687990
seq,1,19,256,0.042466
seq,1,19,32,0.000649
seq,1,19,4096,11.071190
seq,1,19,512,0.169237
seq,1,19,64,0.002527
seq,1,19,8,0.000036
seq,1,20,1024,0.670958
seq,1,20,128,0.010357
seq,1,20,2048,2.672869
seq,1,20,256,0.042217
seq,1,20,32,0.000619
seq,1,20,4096,11.070300
seq,1,20,512,0.170013
seq,1,20,64,0.002627
seq,1,20,8,0.000035
seq,1,21,1024,0.691738
seq,1,21,128,0.010377
seq,1,21,2048,2.685505
seq,1,21,256,0.042425
seq,1,21,32,0.000649
seq,1,21,4096,10.685675
seq,1,21,512,0.169044
seq,1,21,64,0.002527
seq,1,21,8,0.000034
seq,1,22,1024,0.692131
seq,1,22,128,0.010543
seq,1,22,2048,2.764796
seq,1,22,256,0.042645
seq,1,22,32,0.000643
seq,1,22,4096,11.069802
seq,1,22,512,0.172899
seq,1,22,64,0.002634
seq,1,22,8,0.000035
seq,1,23,1024,0.691647
seq,1,23,128,0.010433
seq,1,23,2048,2.679103
seq,1,23,256,0.042325
seq,1,23,32,0.000644
seq,1,23,4096,10.700055
seq,1,23,512,0.170983
seq,1,23,64,0.002584
seq,1,23,8,0.000036
seq,1,24,1024,0.673287
seq,1,24,128,0.010352
seq,1,24,2048,2.684435
seq,1,24,256,0.042504
seq,1,24,32,0.000644
seq,1,24,4096,10.708647
seq,1,24,512,0.167808
seq,1,24,64,0.002506
seq,1,24,8,0.000036
seq,1,25,1024,0.691770
seq,1,25,128,0.010403
seq,1,25,2048,2.691795
seq,1,25,256,0.042185
seq,1,25,32,0.000620
seq,1,25,4096,11.071094
seq,1,25,512,0.168571
seq,1,25,64,0.002627
seq,1,25,8,0.000035
seq,1,26,1024,0.691716
seq,1,26,128,0.010377
seq,1,26,2048,2.682408
seq,1,26,256,0.042644
seq,1,26,32,0.000645
seq,1,26,4096,10.722238
seq,1,26,512,0.169575
seq,1,26,64,0.002569
seq,1,26,8,0.000034
seq,1,27,1024,0.691831
seq,1,27,128,0.010439
seq,1,27,2048,2.676708
seq,1,27,256,0.042588
seq,1,27,32,0.000644
seq,1,27,4096,10.945396
seq,1,27,512,0.172509
seq,1,27,64,0.002632
seq,1,27,8,0.000035
seq,1,28,1024,0.701500
seq,1,28,128,0.010365
seq,1,28,2048,2.683949
seq,1,28,256,0.042395
seq,1,28,32,0.000644
seq,1,28,4096,10.705219
seq,1,28,512,0.168932
seq,1,28,64,0.002564
seq,1,28,8,0.000034
seq,1,29,1024,0.691713
seq,1,29,128,0.010395
seq,1,29,2048,2.680529
seq,1,29,256,0.042688
seq,1,29,32,0.000702
seq,1,29,4096,10.717170
seq,1,29,512,0.168828
seq,1,29,64,0.002656
seq,1,29,8,0.000035
seq,1,30,1024,0.691279
seq,1,30,128,0.010439
seq,1,30,2048,2.685582
seq,1,30,256,0.042423
seq,1,30,32,0.000703
seq,1,30,4096,10.711349
seq,1,30,512,0.170017
seq,1,30,64,0.002620
seq,1,30,8,0.000034
